"review_title","review_text","review_star","page"
"







  
  
    Buy
  
","









  
  
    
  Amazing just git looks brand new came with a real apple charger everything works great came a day early amazing definitely buy

  
","5.0 out of 5 stars",103
"







  
  
    iphone is scratched on the side and does NOT turn on
  
","









  
  
    
  Defective product. Avoid.

  
","1.0 out of 5 stars",103
"







  
  
    Nothing
  
","









  
  
    
  I luv it

  
","5.0 out of 5 stars",103
"







  
  
    Received in perfect condition with no marks, and 93% battery health
  
","









  
  
    
  I received my phone, in perfect condition, not one scuff or mark, my battery health was at 93%, I am 100% satisfied with my item.

  
","5.0 out of 5 stars",162
"







  
  
    Works fine
  
","









  
  
    
  The phone works fine but there were several small scratches along the side of the phone

  
","2.0 out of 5 stars",162
"







  
  
    Excellent
  
","









  
  
    
  Exactly what I expected! Great phone and great costumer service!

  
","5.0 out of 5 stars",162
"







  
  
    iPhone X
  
","









  
  
    
  Fast shipping, phone looked new. Set it up and it works perfect. Would buy again.

  
","5.0 out of 5 stars",162
"







  
  
    great purchase!!!
  
","









  
  
    
  I love the camera and the videos are amazing. 10 out of 10 would recommend :)

  
","5.0 out of 5 stars",162
"







  
  
    Issues
  
","









  
  
    
  The phone had many things wrong with it. That phone should have never been sold.

  
","2.0 out of 5 stars",162
"







  
  
    iPhone X renewed
  
","









  
  
    
  84% battery life.No scratches or blemishes.

  
","5.0 out of 5 stars",162
"







  
  
    Met expectations
  
","









  
  
    
  It was in excellent condition and easy to set up. No concerns and no issues noticeable

  
","5.0 out of 5 stars",162
"







  
  
    Works as advertised!
  
","









  
  
    
  Happy with the phone.

  
","5.0 out of 5 stars",162
"







  
  
    Worth the money
  
","









  
  
    
  Such a great deal!!

  
","5.0 out of 5 stars",162
"







  
  
    Could not use the phone
  
","









  
  
    
  Did not get a chance to use the phone the screen did not work properly

  
","2.0 out of 5 stars",166
"







  
  
    Poor Condition
  
","









  
  
    
  The screen replacement was poor and halfway hanging off

  
","2.0 out of 5 stars",166
"







  
  
    Great
  
","









  
  
    
  I love it. It’s everything I need and more.

  
","5.0 out of 5 stars",166
"







  
  
    Like new
  
","









  
  
    
  Works great. Never would have guesses it was refurbished.

  
","5.0 out of 5 stars",166
"







  
  
    Greatest
  
","









  
  
    
  Perfect

  
","5.0 out of 5 stars",166
"







  
    Me parece una manera fácil de comprar
  
  
","









  
    
  Me gusto viene en buen estado

  
  
","4.0 out of 5 stars",166
"







  
  
    Screen broken arrived
  
","









  
  
    
  This product is not what they say. The iphone came with the screen broken.

  
","1.0 out of 5 stars",166
